filename,sample_id,round,lat,lng,country_code,heading,pitch,panoId
1NJsXTxIF9GGMDxC_1.png,1NJsXTxIF9GGMDxC,1,41.40303624959777,74.02089741449993,kg,270,2,734B7879667759783237454F6E426E425A69785A5641
1NJsXTxIF9GGMDxC_2.png,1NJsXTxIF9GGMDxC,2,6.423349253651318,99.6642046648161,my,131,2,6E4E33645562666C4E496D516C373878364C62564341
1NJsXTxIF9GGMDxC_3.png,1NJsXTxIF9GGMDxC,3,43.84304964357118,20.034383994690174,rs,344,2,4C57713169566A6D5F30327A53754338773261356C41
1NJsXTxIF9GGMDxC_4.png,1NJsXTxIF9GGMDxC,4,-31.732751365350335,-60.81548884540411,ar,199,2,65567376527368467A4834657A6A444A516F72726667
1NJsXTxIF9GGMDxC_5.png,1NJsXTxIF9GGMDxC,5,-22.97019983505943,28.146998899369024,za,228,2,43314356434E62554B624E374C364449413550786C67
2xnQdwiCve2rHWVt_1.png,2xnQdwiCve2rHWVt,1,16.449322022294556,102.69042821244592,th,89,2,68594B5F7A58305373304D5667624B7A68377A505477
2xnQdwiCve2rHWVt_2.png,2xnQdwiCve2rHWVt,2,24.764846974538994,92.22489415995943,bd,39,2,776E444B2D54354471467573656B367A73654D477277
2xnQdwiCve2rHWVt_3.png,2xnQdwiCve2rHWVt,3,-1.976980537364828,112.86282263394338,id,263,2,42696A6F76566D30734B743372563541554975435451
2xnQdwiCve2rHWVt_4.png,2xnQdwiCve2rHWVt,4,50.50844404732489,18.610769135293165,pl,158,2,39467A4E725243413753764F59564372334153546667
2xnQdwiCve2rHWVt_5.png,2xnQdwiCve2rHWVt,5,41.76020514643013,-8.321659769495374,pt,24,2,53382D55554F526D434B317A53534449616952644741
3I4ZtihbhZy5qZzQ_1.png,3I4ZtihbhZy5qZzQ,1,23.00830879600978,88.94799147123058,bd,272,0,7958424C6F784B71323141546D53657932796C487777
3I4ZtihbhZy5qZzQ_2.png,3I4ZtihbhZy5qZzQ,2,-19.667146970661165,147.4138211827253,au,342,0,385A6D575179415F56714233444B33304854674E4D41
3I4ZtihbhZy5qZzQ_3.png,3I4ZtihbhZy5qZzQ,3,49.715554952313276,-113.41147774438048,ca,9.999999747378752e-05,0,4C7A45464C6F79474C69464A6C6D4A4B5369694E3241
3I4ZtihbhZy5qZzQ_4.png,3I4ZtihbhZy5qZzQ,4,-40.37778243014568,175.57573776597343,nz,329,0,56647334502D79434A4B70435F66796B492D446E5051
3I4ZtihbhZy5qZzQ_5.png,3I4ZtihbhZy5qZzQ,5,8.884326833884693,-79.77722401337483,pa,150,0,6E576C42665F39486177755076716A6F4C485F6E7577
3OuVMcpGjmm0tVfG_1.png,3OuVMcpGjmm0tVfG,1,-1.9438031087081225,115.58373416524375,id,133,0,46346657364B63595F546F4F43316149654F34417077
3OuVMcpGjmm0tVfG_2.png,3OuVMcpGjmm0tVfG,2,-36.860441972696485,174.59459011186317,nz,47,0,6252426F314977675668543066436636314938363941
